"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220201 ~ 20220228"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 서초구 서초동","1446-11","1446","0011","현대슈퍼빌","216.16","202202","23","325,000","33","2003","서초중앙로 15","","중개거래","서울 서초구"
"서울특별시 서초구 서초동","1346","1346","0000","현대아파트","84.34","202202","10","180,000","4","1989","효령로68길 13","","중개거래","서울 서초구"
"서울특별시 서초구 양재동","382","0382","0000","선경에버빌","49.21","202202","25","40,000","5","2002","강남대로6길 126","","중개거래","서울 서초구"
"서울특별시 서초구 우면동","764","0764","0000","계룡리슈빌S","30.015","202202","10","38,500","8","2014","양재대로2길 100-11","","중개거래","서울 서초구"
"서울특별시 서초구 우면동","59","0059","0000","동고","84.96","202202","25","135,000","11","1995","바우뫼로7길 29","","중개거래","서울 서초구, 서울 영등포구"
"서울특별시 서초구 잠원동","158","0158","0000","래미안신반포팰리스","84.49","202202","5","316,000","9","2016","잠원로8길 35","","중개거래","서울 서초구"
"서울특별시 서초구 잠원동","70","0070","0000","신반포4","100.11","202202","12","306,500","13","1979","잠원로 37-48","","중개거래","서울 서초구"
"서울특별시 서초구 잠원동","55-7","0055","0007","청구빌라트","242.16","202202","8","420,000","9","1996","잠원로 177","","중개거래","서울 서초구"
"서울특별시 성동구 금호동3가","700","0700","0000","금호자이2차","84.9796","202202","8","162,000","21","2012","금호산8길 14","","중개거래","서울 성동구"
"서울특별시 성동구 마장동","784","0784","0000","세림","40.86","202202","21","87,000","3","1986","마장로42길 16","","중개거래","서울 성동구"
"서울특별시 성동구 마장동","818","0818","0000","현대","59.91","202202","9","89,500","23","1998","살곶이길 50","","중개거래","서울 성동구"
"서울특별시 성동구 상왕십리동","811","0811","0000","텐즈힐(2구역)","84.92","202202","8","169,000","7","2014","마장로 137","","중개거래","서울 성동구"
"서울특별시 성동구 용답동","252","0252","0000","덕현해밀","84.99","202202","3","103,000","2","2014","용답29길 29","","중개거래","서울 성동구"
"서울특별시 성동구 응봉동","15","0015","0000","대림강변타운","59.76","202202","21","109,500","17","2001","고산자로 160","","중개거래","서울 성동구"
"서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.96","202202","10","180,000","13","2016","왕십리로 410","","중개거래","서울 성동구"
"서울특별시 성동구 하왕십리동","258","0258","0000","청계벽산","84.94","202202","12","130,000","20","1996","무학로 50","","중개거래","서울 마포구, 서울 성동구"
"서울특별시 성동구 행당동","375","0375","0000","두산위브","84.99","202202","14","129,900","2","2009","행당로8길 8","","중개거래","서울 성동구"
"서울특별시 성동구 행당동","349","0349","0000","서울숲 한신 더 휴","84.95","202202","26","137,500","5","2003","고산자로 164","","중개거래","서울 성동구"
"서울특별시 성북구 길음동","1280-1","1280","0001","길음뉴타운3단지푸르지오","84.97","202202","19","87,000","2","2005","길음로13길 39","","중개거래","서울 성북구"
"서울특별시 성북구 길음동","1281","1281","0000","길음뉴타운4단지(e편한세상)","59.97","202202","5","86,000","10","2005","길음로 118","","중개거래","서울 강북구, 서울 성북구"
"서울특별시 성북구 길음동","1281","1281","0000","길음뉴타운4단지(e편한세상)","59.97","202202","15","81,000","16","2005","길음로 118","","중개거래","서울 강북구, 서울 성북구"
"서울특별시 성북구 길음동","1283","1283","0000","길음뉴타운6단지(래미안)","59.373","202202","9","96,500","17","2007","길음로 16","","중개거래","서울 성북구"
"서울특별시 성북구 길음동","1284","1284","0000","길음뉴타운8단지(래미안)","59.99","202202","10","85,000","1","2010","길음로 33","","중개거래","서울 성북구"
"서울특별시 성북구 길음동","1278","1278","0000","길음동동부센트레빌(1278-0)","84.844","202202","11","89,000","3","2003","숭인로2길 61","","중개거래","서울 성북구"
"서울특별시 성북구 길음동","1278","1278","0000","길음동동부센트레빌(1278-0)","84.844","202202","25","90,000","11","2003","숭인로2길 61","","중개거래","서울 성북구"
"서울특별시 성북구 길음동","498","0498","0000","래미안길음센터피스","59.99","202202","19","110,000","13","2019","숭인로 50","","중개거래","서울 성북구"
"서울특별시 성북구 돈암동","632","0632","0000","돈암동 풍림아파트 101~105동","59.64","202202","2","67,000","10","1999","북악산로 913","","중개거래","서울 성북구"
"서울특별시 성북구 돈암동","609-1","0609","0001","한신","132.96","202202","10","110,000","9","1998","성북로4길 52","","중개거래","서울 성북구"
"서울특별시 성북구 보문동6가","458","0458","0000","보문파크뷰자이","45.81","202202","17","85,000","9","2017","보문사길 111","","직거래","-"
"서울특별시 성북구 삼선동3가","116","0116","0000","삼선에스케이뷰","59.97","202202","12","90,000","12","2012","삼선교로16길 35","","직거래","-"
"서울특별시 성북구 석관동","10","0010","0000","두산","84.9","202202","8","85,000","15","1998","화랑로48길 16","","직거래","-"
"서울특별시 성북구 석관동","10","0010","0000","두산","59.97","202202","11","69,500","1","1998","화랑로48길 16","","중개거래","서울 동대문구"
"서울특별시 성북구 장위동","173-114","0173","0114","래미안장위퍼스트하이","84.94","202202","5","112,000","2","2020","한천로 713","","중개거래","서울 성북구"
"서울특별시 성북구 장위동","173-114","0173","0114","래미안장위퍼스트하이","84.94","202202","19","110,000","5","2020","한천로 713","","중개거래","서울 성북구"
"서울특별시 성북구 장위동","8-2","0008","0002","석계역한일노벨리아시티","14.7145","202202","8","11,000","9","2019","화랑로 299","","직거래","-"
"서울특별시 성북구 장위동","8-2","0008","0002","석계역한일노벨리아시티","15.2144","202202","25","11,800","4","2019","화랑로 299","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","1015","1015","0000","길음뉴타운경남아너스빌","45.77","202202","6","58,000","8","1999","정릉로 305","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","1015","1015","0000","길음뉴타운경남아너스빌","84.87","202202","6","74,500","3","1999","정릉로 305","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","1018","1018","0000","길음뉴타운데시앙","59.42","202202","12","61,500","9","1999","서경로2길 48","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","1021","1021","0000","대우","59.98","202202","19","57,500","7","2001","보국문로30길 15","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","1021","1021","0000","대우","43.11","202202","19","41,000","12","2001","보국문로30길 15","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","780","0780","0000","산장아파트가동,나동","52.89","202202","24","45,000","7","1977","보국문로 167","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","1035","1035","0000","정릉2차e-편한세상","59.92","202202","5","80,000","8","2009","북악산로 851","","중개거래","서울 광진구, 서울 성북구"
"서울특별시 성북구 정릉동","1035","1035","0000","정릉2차e-편한세상","84.4","202202","15","95,000","15","2009","북악산로 851","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","1014","1014","0000","정릉스카이쌍용아파트","59.9","202202","11","69,000","8","1999","북악산로 828","","중개거래","서울 성북구"
"서울특별시 성북구 정릉동","494","0494","0000","중앙하이츠빌1단지","59.98","202202","26","68,500","9","2004","아리랑로19길 60","","중개거래","서울 성북구"
"서울특별시 성북구 종암동","134","0134","0000","래미안라센트","59.98","202202","10","111,000","13","2011","종암로24가길 80","","중개거래","서울 서초구, 서울 성북구"
"서울특별시 성북구 종암동","134","0134","0000","래미안라센트","114.98","202202","12","139,000","13","2011","종암로24가길 80","","중개거래","서울 성북구"
"서울특별시 성북구 하월곡동","219","0219","0000","동신","59.88","202202","5","71,500","9","1998","오패산로3길 17","","중개거래","서울 성북구"
"서울특별시 성북구 하월곡동","88-510","0088","0510","삼전솔하임3차","15.62","202202","12","12,500","11","2013","동소문로46길 18","","중개거래","서울 성북구"
"서울특별시 성북구 하월곡동","226","0226","0000","월곡래미안루나밸리","84.88","202202","11","93,500","1","2007","월곡로14길 26","","중개거래","서울 성북구"
"서울특별시 송파구 가락동","98","0098","0000","두산위브","26.12","202202","4","17,000","13","2004","송파대로30길 16","","중개거래","서울 송파구"
"서울특별시 송파구 가락동","98","0098","0000","두산위브","25.05","202202","8","16,900","9","2004","송파대로30길 16","","중개거래","서울 송파구"
"서울특별시 송파구 가락동","165","0165","0000","래미안파크팰리스","59.968","202202","3","149,000","4","2007","동남로 225","","중개거래","서울 송파구"
"서울특별시 송파구 가락동","96-1","0096","0001","우성","58.46","202202","4","135,000","14","1986","송파대로32길 8","","중개거래","서울 송파구"
"서울특별시 송파구 가락동","96-1","0096","0001","우성","43.79","202202","4","111,300","4","1986","송파대로32길 8","","중개거래","서울 송파구"
"서울특별시 송파구 가락동","913","0913","0000","헬리오시티","39.1","202202","10","130,000","21","2018","송파대로 345","20220211","중개거래","서울 송파구"
"서울특별시 송파구 가락동","913","0913","0000","헬리오시티","39.1","202202","10","130,000","21","2018","송파대로 345","","중개거래","서울 송파구"
"서울특별시 송파구 가락동","913","0913","0000","헬리오시티","39.86","202202","10","125,000","3","2018","송파대로 345","","중개거래","서울 강동구, 서울 송파구"
"서울특별시 송파구 가락동","913","0913","0000","헬리오시티","84.95","202202","19","191,000","1","2018","송파대로 345","","직거래","-"
"서울특별시 송파구 가락동","913","0913","0000","헬리오시티","84.99","202202","25","218,000","23","2018","송파대로 345","","중개거래","서울 송파구"
"서울특별시 송파구 가락동","147-2","0147","0002","현대파크빌","218.49","202202","19","129,000","6","1999","중대로 174","","중개거래","서울 송파구"
"서울특별시 송파구 거여동","234","0234","0000","e편한세상송파파크센트럴","84.97","202202","14","152,500","2","2020"," ","","중개거래","서울 송파구"
"서울특별시 송파구 마천동","576","0576","0000","우방아파트","55.32","202202","9","71,000","3","2002","성내천로 211","","중개거래","서울 송파구"
"서울특별시 송파구 석촌동","158-5","0158","0005","미켈란호수가","129.45","202202","14","180,000","4","2007","석촌호수로 230","","중개거래","서울 송파구"
"서울특별시 송파구 석촌동","253-2","0253","0002","예명","68.93","202202","15","78,000","2","2001","송파대로37길 80","","중개거래","서울 송파구"
"서울특별시 송파구 신천동","7-18","0007","0018","롯데캐슬골드","166.91","202202","12","227,100","30","2005","올림픽로 269","","직거래","-"
"서울특별시 송파구 신천동","17","0017","0000","파크리오","84.9","202202","16","220,000","24","2008","올림픽로 435","","중개거래","서울 송파구"
"서울특별시 송파구 오금동","81-1","0081","0001","매그놀리아(2차)","75.28","202202","21","55,000","6","2004","중대로 290","","직거래","-"
"서울특별시 송파구 잠실동","44","0044","0000","레이크팰리스","84.82","202202","7","230,000","5","2006","잠실로 88","","중개거래","서울 송파구"
"서울특별시 송파구 잠실동","44","0044","0000","레이크팰리스","59.97","202202","9","190,000","20","2006","잠실로 88","","중개거래","서울 송파구"
"서울특별시 송파구 잠실동","44","0044","0000","레이크팰리스","84.82","202202","12","230,000","14","2006","잠실로 88","","중개거래","서울 송파구"
"서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.88","202202","17","225,000","16","2008","올림픽로 99","","중개거래","서울 송파구"
"서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.8","202202","18","253,000","14","2008","올림픽로 99","","중개거래","서울 송파구"
"서울특별시 송파구 장지동","879","0879","0000","송파더센트레","51.77","202202","14","100,000","11","2013","위례광장로 163","","중개거래","서울 송파구"
"서울특별시 송파구 장지동","833","0833","0000","송파파인타운1단지","84.95","202202","18","142,000","5","2010","충민로 188","","중개거래","서울 송파구"
"서울특별시 송파구 장지동","847","0847","0000","송파파인타운6단지","84.93","202202","5","150,000","11","2008","충민로6길 14","","중개거래","서울 송파구"
"서울특별시 송파구 풍납동","261","0261","0000","현대리버빌2지구","40.95","202202","10","61,000","1","1999","풍성로24길 42","","중개거래","서울 송파구"
"서울특별시 양천구 목동","901","0901","0000","목동신시가지1","47.52","202202","21","130,000","15","1985","목동서로 38","","중개거래","서울 양천구"
"서울특별시 양천구 목동","929","0929","0000","목동청구한신아파트","84.77","202202","17","164,000","4","1997","목동서로2길 22","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","57-5","0057","0005","대운2차","53.2","202202","18","20,000","6","2003","남부순환로33길 17","","중개거래","경기 하남시"
"서울특별시 양천구 신월동","1077","1077","0000","목동센트럴아이파크위브3단지","59.88","202202","5","109,000","12","2020","남부순환로83길 48","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","1078","1078","0000","목동센트럴아이파크위브4단지","59.68","202202","8","110,000","12","2020","남부순환로83길 47","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","1023","1023","0000","벽산블루밍2단지","84.9285","202202","17","93,000","20","2003","신정로13길 51","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","475","0475","0000","서울가든","100.8","202202","17","75,800","3","1985","중앙로53길 5","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","125","0125","0000","신월6차보람","59.232","202202","22","52,500","4","2005","곰달래로7길 7","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","987-1","0987","0001","신월시영","50.67","202202","11","69,500","11","1988","신월로 99","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","987-1","0987","0001","신월시영","50.67","202202","14","71,000","8","1988","신월로 99","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","987-1","0987","0001","신월시영","50.67","202202","19","72,000","4","1988","신월로 99","","중개거래","서울 양천구"
"서울특별시 양천구 신월동","485-11","0485","0011","엘림","43.75","202202","5","10,500","7","2003","오목로11길 17-6","","직거래","-"
"서울특별시 양천구 신월동","134-17","0134","0017","태형","59.76","202202","12","40,000","8","1998","곰달래로5길 37","","중개거래","서울 양천구"
"서울특별시 양천구 신정동","1148-7","1148","0007","로마아트빌","61.808","202202","21","38,000","10","2003","중앙로23길 22","","중개거래","서울 양천구"
"서울특별시 양천구 신정동","325","0325","0000","목동신시가지11","51.48","202202","9","119,000","13","1988","목동동로 10","","중개거래","서울 양천구"
"서울특별시 양천구 신정동","312","0312","0000","목동신시가지9","106.93","202202","18","198,000","14","1987","목동서로 340","","중개거래","서울 양천구"
"서울특별시 양천구 신정동","1259","1259","0000","신트리1","49.8","202202","18","73,000","9","1999","신정로 293","","중개거래","서울 구로구, 서울 양천구"
"서울특별시 양천구 신정동","980-5","0980","0005","은행","73.07","202202","6","50,000","1","1995","은행정로7길 8","","중개거래","서울 양천구"
"서울특별시 양천구 신정동","1281","1281","0000","푸른마을2","59.85","202202","16","69,000","15","2001","신정로7길 76","","중개거래","서울 양천구"
"서울특별시 양천구 신정동","1285","1285","0000","푸른마을4","84.99","202202","14","90,000","10","2002","신정로7길 60-7","","중개거래","서울 양천구"
"서울특별시 양천구 신정동","1252","1252","0000","현대","84.84","202202","9","109,000","7","1995","신목로 23","","중개거래","서울 양천구"
"서울특별시 영등포구 당산동","376","0376","0000","강변래미안","79.43","202202","19","130,000","13","2002","버드나루로 130","","중개거래","서울 영등포구"
"서울특별시 영등포구 당산동","121-130","0121","0130","리버뷰","15.05","202202","17","15,600","14","2015","버드나루로 97","","직거래","-"
"서울특별시 영등포구 당산동2가","164","0164","0000","당산2가현대홈타운","82.77","202202","18","123,000","19","1994","당산로 95","","중개거래","서울 영등포구"
"서울특별시 영등포구 당산동5가","11-33","0011","0033","당산디오빌","33.09","202202","14","40,600","3","2005","당산로 222","","중개거래","서울 영등포구"
"서울특별시 영등포구 당산동5가","40","0040","0000","성원","59.94","202202","11","83,000","1","1997","양평로 57","","중개거래","서울 강북구, 서울 영등포구"
"서울특별시 영등포구 대림동","1101-1","1101","0001","(1101-1)","13.64","202202","22","10,900","7","2012","도림천로19길 12","","중개거래","서울 영등포구"
"서울특별시 영등포구 대림동","897-1","0897","0001","한신휴2차","59.89","202202","12","67,500","6","1999","디지털로69길 12","","중개거래","서울 영등포구"
"서울특별시 영등포구 도림동","821","0821","0000","영등포아트자이","84.854","202202","13","138,000","20","2014","도영로 66","","중개거래","서울 영등포구"
"서울특별시 영등포구 신길동","364","0364","0000","건영","75.93","202202","16","99,300","9","1985","도림로 313","","중개거래","서울 영등포구"
"서울특별시 영등포구 신길동","3002","3002","0000","남서울","41.62","202202","8","63,735","4","1974","신길로 108","","직거래","-"
"서울특별시 영등포구 신길동","3002","3002","0000","남서울","66.12","202202","23","88,570","2","1974","신길로 108","","직거래","-"
"서울특별시 영등포구 신길동","4955","4955","0000","신길센트럴아이파크","59.97","202202","24","118,000","3","2019","가마산로 426","","중개거래","서울 영등포구"
"서울특별시 영등포구 신길동","4942","4942","0000","여의도리버뷰","12.96","202202","4","10,500","4","2012","여의대방로61길 50","","중개거래","서울 영등포구"
"서울특별시 영등포구 신길동","4942","4942","0000","여의도리버뷰","12.96","202202","9","10,600","4","2012","여의대방로61길 50","","중개거래","서울 영등포구"
"서울특별시 영등포구 신길동","65-21","0065","0021","프리가","13.66","202202","15","15,400","9","2013","영등포로 390","","직거래","-"
"서울특별시 영등포구 양평동5가","9-1","0009","0001","동보","84.48","202202","19","89,500","1","1998","양평로23길 18","","중개거래","서울 영등포구"
"서울특별시 영등포구 양평동5가","76","0076","0000","양평한신","59.94","202202","19","94,000","13","1996","양평로24길 9","","중개거래","서울 성북구"
"서울특별시 영등포구 여의도동","48","0048","0000","대우트럼프월드II","233.92","202202","4","410,000","34","2003","여의동로 97","","중개거래","서울 영등포구"
"서울특별시 영등포구 여의도동","43-4","0043","0004","롯데캐슬아이비","137.09","202202","22","190,000","17","2005","국제금융로 86","","직거래","-"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.24","202202","8","11,800","7","2012","경인로114길 62","","직거래","-"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.89","202202","9","12,200","6","2012","경인로114길 62","","중개거래","서울 양천구"
"서울특별시 영등포구 영등포동1가","145","0145","0000","내이처해밀","14.24","202202","10","12,700","10","2012","경인로114길 62","","중개거래","서울 양천구, 서울 영등포구"
"서울특별시 영등포구 영등포동1가","94-2","0094","0002","여의도더리브스타일","14.8376","202202","9","20,000","7","2020","경인로 900","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동1가","144","0144","0000","헤렌어반","13.331","202202","10","12,500","9","2011","경인로114가길 14","","중개거래","서울 양천구"
"서울특별시 영등포구 영등포동2가","94-129","0094","0129","경동미르웰여의도","14.03","202202","14","20,000","10","2017","버드나루로7길 3","","직거래","-"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","13.35","202202","18","15,500","11","2013","국회대로54길 65","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","12.12","202202","25","15,000","10","2013","국회대로54길 65","","직거래","-"
"서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","12.4","202202","28","15,000","11","2013","국회대로54길 65","","직거래","-"
"서울특별시 영등포구 영등포동4가","103","0103","0000","영등포그랑그루","12.1","202202","15","14,000","10","2012","문래로 191","","중개거래","서울 영등포구"
"서울특별시 영등포구 영등포동7가","94-51","0094","0051","훼미리하우스117","16.98","202202","18","13,500","12","2012","버드나루로 85","","직거래","-"
"서울특별시 영등포구 영등포동8가","51-1","0051","0001","영등포메이준2011","12.11","202202","18","13,500","19","2012","영중로 120","","중개거래","서울 영등포구"
"서울특별시 용산구 이촌동","430","0430","0000","LG한강자이","203.21","202202","28","440,000","23","2003","이촌로64길 15","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","402","0402","0000","강촌","106.645","202202","26","259,500","6","1998","이촌로87길 14","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","84.89","202202","16","240,000","17","1998","이촌로65길 8","","중개거래","서울 용산구"
"서울특별시 용산구 이촌동","300-23","0300","0023","한강맨숀","120.56","202202","4","425,000","1","1971","이촌로 248","","중개거래","서울 용산구"
"서울특별시 용산구 이태원동","729","0729","0000","남산대림","149.53","202202","15","190,000","1","1994","녹사평대로 254","","직거래","-"
"서울특별시 용산구 청파동3가","132-50","0132","0050","한울글로리A","91.03","202202","11","52,000","5","2003","효창원로76길 7","","중개거래","서울 광진구"
"서울특별시 용산구 한남동","263-10","0263","0010","성아1","52","202202","26","54,500","11","1970","독서당로 73","","중개거래","서울 용산구"
"서울특별시 용산구 후암동","1-10","0001","0010","남산애지앙","44.88","202202","7","56,500","1","2003","후암로34길 31-17","","중개거래","서울 용산구"
"서울특별시 은평구 구산동","307-1","0307","0001","은평서해그랑블","59.21","202202","11","75,000","13","2021","서오릉로 253","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","141-8","0141","0008","동호스카이","56.77","202202","22","60,000","5","2009","진흥로 144","","중개거래","서울 은평구"
"서울특별시 은평구 녹번동","281","0281","0000","북한산푸르지오","84.99","202202","15","127,500","15","2015","통일로 660","","중개거래","서울 은평구"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","29.99","202202","4","41,000","15","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","26-14","0026","0014","대경아르체아파트","25.28","202202","21","32,000","11","2021","진흥로 153","","직거래","-"
"서울특별시 은평구 대조동","179-16","0179","0016","북한산포레스트","29.02","202202","25","37,500","5","2021","서오릉로 80","","직거래","-"
"서울특별시 은평구 대조동","4-12","0004","0012","제이타워1","12.23","202202","4","11,000","8","2012","통일로 749-9","","중개거래","서울 은평구"
"서울특별시 은평구 불광동","629","0629","0000","대호아파트","59.7","202202","8","62,000","13","1999","불광로 98-8","","중개거래","서울 은평구"
"서울특별시 은평구 불광동","631-1","0631","0001","대호프라자아파트","41.22","202202","5","30,400","2","2000","불광로 90","","중개거래","서울 은평구"
"서울특별시 은평구 불광동","641","0641","0000","북한산현대힐스테이트3차아파트","84.98","202202","3","99,000","8","2010","불광로 122-10","","중개거래","서울 은평구"
"서울특별시 은평구 불광동","645","0645","0000","불광롯데캐슬","114.99","202202","11","132,000","16","2018","불광로 64","","중개거래","서울 은평구"
"서울특별시 은평구 불광동","455","0455","0000","쉐라톤","84.68","202202","10","29,000","7","1997","연서로43길 21","","직거래","-"
"서울특별시 은평구 수색동","417","0417","0000","DMC롯데캐슬더퍼스트","59.96","202202","7","104,500","15","2021","수색로 300","","중개거래","서울 은평구"
"서울특별시 은평구 수색동","417","0417","0000","DMC롯데캐슬더퍼스트","39.83","202202","8","41,900","4","2021","수색로 300","","중개거래","서울 송파구"
"서울특별시 은평구 수색동","416-1","0416","0001","진흥엣세벨","106.423","202202","26","90,000","15","2003","은평터널로 60","","중개거래","서울 은평구"
"서울특별시 은평구 신사동","140-1","0140","0001","미성","83.27","202202","18","65,000","2","1987","증산로15길 35-10","","직거래","-"
"서울특별시 은평구 신사동","40-2","0040","0002","세민하이파크","40.19","202202","15","50,000","11","2017","가좌로 319","","중개거래","서울 은평구"
"서울특별시 은평구 역촌동","232","0232","0000","역촌센트레빌","84.89","202202","11","85,000","9","2011","갈현로3나길 23","","중개거래","서울 은평구"
"서울특별시 은평구 응암동","365-35","0365","0035","모아(365-35)","82.41","202202","11","64,000","5","2006","응암로16길 12","","중개거래","서울 은평구"
"서울특별시 은평구 응암동","117-35","0117","0035","미소세상","29.99","202202","19","28,000","4","2017","응암로 271","","중개거래","서울 은평구"
"서울특별시 은평구 응암동","117-35","0117","0035","미소세상","29.99","202202","23","29,000","2","2017","응암로 271","","중개거래","서울 서대문구"
"서울특별시 은평구 응암동","767","0767","0000","백련산에스케이뷰아이파크","59.9335","202202","7","90,000","11","2020","응암로30길 16","","중개거래","서울 은평구"
"서울특별시 은평구 응암동","767","0767","0000","백련산에스케이뷰아이파크","84.9039","202202","10","109,500","5","2020","응암로30길 16","","중개거래","서울 마포구"
"서울특별시 은평구 응암동","767","0767","0000","백련산에스케이뷰아이파크","84.9039","202202","24","104,700","20","2020","응암로30길 16","","중개거래","서울 은평구"
"서울특별시 은평구 응암동","766","0766","0000","백련산파크자이","59.789","202202","4","90,000","15","2021","백련산로 67","","중개거래","서울 은평구"
"서울특별시 은평구 응암동","761","0761","0000","백련산힐스테이트3차","84.32","202202","7","89,900","14","2011","백련산로 36","","중개거래","서울 은평구"
"서울특별시 은평구 응암동","761","0761","0000","백련산힐스테이트3차","84.59","202202","8","98,000","8","2011","백련산로 36","","중개거래","서울 은평구"
"서울특별시 은평구 응암동","764","0764","0000","백련산힐스테이트4차","84.98","202202","15","110,000","2","2018","백련산로 37","","중개거래","서울 은평구"
"서울특별시 은평구 증산동","173-1","0173","0001","디오반","14.46","202202","11","12,100","2","2011","증산로 291","","중개거래","서울 마포구, 서울 은평구"
"서울특별시 은평구 진관동","27","0027","0000","은평뉴타운구파발(금호어울림10단지)","134.56","202202","14","120,000","7","2010","진관3로 15-45","","직거래","-"
"서울특별시 은평구 진관동","66","0066","0000","은평뉴타운꿈에그린","59.98","202202","7","71,900","19","2018","진관3로 33","20220217","중개거래","서울 강남구"
"서울특별시 은평구 진관동","66","0066","0000","은평뉴타운꿈에그린","59.98","202202","7","71,900","19","2018","진관3로 33","","중개거래","서울 강남구"
"서울특별시 종로구 교북동","126","0126","0000","경희궁자이(4단지)","45.879","202202","25","108,000","14","2017","송월길 155","","직거래","-"
"서울특별시 종로구 명륜2가","4","0004","0000","아남1","84.9","202202","17","122,000","13","1995","창경궁로 265","","중개거래","서울 종로구"
"서울특별시 종로구 무악동","89","0089","0000","경희궁롯데캐슬","59.6737","202202","3","142,500","14","2019","통일로 230","","중개거래","서울 종로구"
"서울특별시 종로구 무악동","60","0060","0000","인왕산아이파크","84.858","202202","14","135,000","8","2008","통일로18길 9","","중개거래","서울 종로구"
"서울특별시 종로구 무악동","82","0082","0000","현대","60","202202","24","103,000","6","2000","통일로 246-9","","중개거래","서울 구로구, 서울 중구"
"서울특별시 종로구 숭인동","318-2","0318","0002","삼전솔하임4차","15.09","202202","19","11,800","15","2014","지봉로4길 13","","중개거래","서울 종로구"
"서울특별시 종로구 숭인동","201-11","0201","0011","종로유케이201","12.01","202202","23","9,500","10","2013","난계로29길 33-4","","중개거래","서울 강북구, 서울 성북구"
"서울특별시 종로구 연건동","195-10","0195","0010","이화에수풀","16.98","202202","23","19,500","7","2014","대학로 47","","중개거래","서울 중구"
"서울특별시 종로구 창신동","703","0703","0000","창신쌍용2","54.7","202202","17","67,500","7","1993","낙산길 198","","중개거래","서울 성동구"
"서울특별시 종로구 평동","233","0233","0000","경희궁자이(3단지)","116.9383","202202","17","230,000","9","2017","경교장길 35","20220224","중개거래","서울 용산구"
"서울특별시 종로구 효제동","126-2","0126","0002","이지마루종로","20.87","202202","7","33,800","7","2021","김상옥로 55","","직거래","-"
"서울특별시 종로구 효제동","126-2","0126","0002","이지마루종로","25.55","202202","9","46,500","8","2021","김상옥로 55","","직거래","-"
"서울특별시 종로구 효제동","65-2","0065","0002","포레스트힐시티","18.7352","202202","7","19,000","7","2017","대학로 33","","중개거래","서울 종로구"
"서울특별시 중구 묵정동","11-67","0011","0067","묵정","52.46","202202","12","53,700","8","1981","서애로1길 34","","중개거래","서울 중구"
"서울특별시 중구 신당동","844","0844","0000","남산타운","84.88","202202","19","140,000","1","2002","다산로 32","","중개거래","서울 성동구, 서울 중구"
